favorite_count,retweet_count,tweet_id
14487,5230,732005617171337216
3411,967,731285275100512256
3741,1228,731156023742988288
5989,1921,730924654643314689
4759,2072,730573383004487680
3397,1013,730427201120833536
3724,1030,730211855403241472
4709,1833,730196704625098752
3925,1089,729854734790754305
1686,368,729838605770891264
3873,1214,729823566028484608
5640,2246,729463711119904772
1831,309,729113531270991872
3067,795,728986383096946689
4545,1650,728760639972315136
2693,655,728751179681943552
3228,1005,728653952833728512
4771,1928,728409960103686147
3608,934,728387165835677696
4177,1168,728046963732717569
4439,1622,728035342121635841
4017,1076,728015554473250816
2880,618,727685679342333952
5717,1690,727644517743104000
4359,1181,727524757080539137
3248,719,727314416056803329
2979,792,727286334147182592
3814,1346,727175381690781696
3531,1285,727155742655025152
6686,2360,726935089318363137
3731,1474,726887082820554753
3476,976,726828223124897792
4304,1106,726224900189511680
6896,2582,725842289046749185
4068,1331,725786712245440512
5075,1722,725729321944506368
1382,595,725458796924002305
3643,1270,724983749226668032
2283,614,724771698126512129
5144,1606,724405726123311104
4224,1724,724049859469295616
2592,542,724046343203856385
4083,1493,724004602748780546
3784,1191,723912936180330496
7469,2841,723688335806480385
2935,861,723673163800948736
5153,1795,723179728551723008
3989,1521,722974582966214656
4842,1587,722613351520608256
4494,1769,721503162398597120
2466,594,721001180231503872
3029,744,720785406564900865
2402,640,720775346191278080
4023,1453,720415127506415616
6196,2424,720389942216527872
2796,946,720340705894408192
3759,1093,720059472081784833
4784,1940,720043174954147842
4706,1687,719991154352222208
4418,1381,719704490224398336
4925,1832,719551379208073216
2724,722,719367763014393856
4319,1193,719339463458033665
3339,918,719332531645071360
3390,1044,718971898235854848
5111,1699,718939241951195136
18361,7771,718631497683582976
2370,465,718613305783398402
2381,983,718540630683709445
2626,510,718460005985447936
4731,1471,718454725339934721
1859,481,718246886998687744
3770,959,718234618122661888
2388,587,717841801130979328
2799,1069,717790033953034240
5616,1786,717537687239008257
1576,432,717428917016076293
3077,814,717421804990701568
6119,1865,717047459982213120
3149,935,717009362452090881
4177,1136,716802964044845056
7976,1529,716791146589110272
1200,415,716730379797970944
12685,5673,716447146686459905
2319,203,716439118184652801
2695,1014,716285507865542656
6595,1845,716080869887381504
3115,852,715928423106027520
3620,1383,715758151270801409
4542,1637,715733265223708672
2707,554,715704790270025728
3814,1252,715696743237730304
4180,1559,715680795826982913
5325,1514,715360349751484417
2968,667,715342466308784130
2363,627,715220193576927233
5002,1816,715200624753819648
4039,1186,715009755312439296
3629,1006,714982300363173890
7156,4118,714962719905021952
4034,1367,714957620017307648
3194,962,714631576617938945
3527,899,714606013974974464
2599,1090,714485234495041536
2955,706,714258258790387713
3183,810,714251586676113411
2213,843,714214115368108032
4208,1354,714141408463036416
3208,769,713919462244790272
1846,522,713909862279876608
2768,711,713900603437621249
4731,1327,713761197720473600
4312,1262,713411074226274305
7027,2767,713177543487135744
4337,1434,713175907180089344
18527,6518,712809025985978368
11981,4803,712717840512598017
4067,1180,712668654853337088
5171,1517,712438159032893441
231,25,712309440758808576
3669,1003,712097430750289920
2864,859,712092745624633345
3192,473,712085617388212225
2200,603,712065007010385924
0,123,711998809858043904
7829,2233,711968124745228288
2764,963,711743778164514816
8595,3963,711732680602345472
31993,17777,711694788429553666
3756,887,711652651650457602
3537,1100,711363825979756544
3212,716,711306686208872448
2923,592,711008018775851008
4452,1343,710997087345876993
2478,662,710844581445812225
2614,516,710833117892898816
2251,545,710658690886586372
4672,2304,710609963652087808
4411,1807,710588934686908417
2318,717,710296729921429505
2096,507,710283270106132480
4416,1211,710272297844797440
2331,1084,710269109699739648
2830,866,710153181850935296
2678,853,710140971284037632
5316,1923,710117014656950272
3413,1057,709918798883774466
645,99,709901256215666688
3417,1165,709852847387627521
3459,1163,709566166965075968
3203,1039,709556954897764353
1458,230,709519240576036864
2156,555,709449600415961088
2543,658,709409458133323776
2359,559,709225125749587968
12165,5599,709207347839836162
2382,621,709198395643068416
1953,651,709179584944730112
1984,404,709158332880297985
4610,1577,709042156699303936
1761,642,708853462201716736
2904,871,708845821941387268
1644,487,708834316713893888
16030,6721,708810915978854401
2687,787,708738143638450176
2462,694,708711088997666817
2478,662,708479650088034305
3022,794,708469915515297792
15550,9766,708400866336894977
3489,1279,708356463048204288
2297,718,708349470027751425
4183,1511,708149363256774660
3292,829,708130923141795840
2628,956,708119489313951744
1896,538,708109389455101952
4284,1873,708026248782585858
3054,1095,707995814724026368
49,2,707983188426153984
2629,931,707969809498152960
3193,927,707776935007539200
2426,592,707741517457260545
3981,2396,707738799544082433
3307,961,707693576495472641
2503,842,707629649552134146
16528,6156,707610948723478529
2205,674,707420581654872064
2240,581,707411934438625280
3406,1248,707387676719185920
3193,1060,707377100785885184
2413,622,707315916783140866
2709,760,707297311098011648
2534,655,707059547140169728
2131,763,707038192327901184
3981,1313,707021089608753152
2258,582,707014260413456384
14202,7633,706904523814649856
1997,566,706901761596989440
3223,949,706681918348251136
2508,1055,706644897839910912
2104,613,706593038911545345
3388,1389,706538006853918722
3044,1005,706516534877929472
3371,903,706346369204748288
20754,7689,706310011488698368
1667,465,706291001778950144
2670,908,706265994973601792
3808,2141,706169069255446529
5028,1557,706166467411222528
1447,375,706153300320784384
3024,710,705975130514706432
3107,869,705970349788291072
2308,538,705898680587526145
1885,503,705786532653883392
3095,1118,705591895322394625
2887,887,705475953783398401
4310,1574,705442520700944385
3716,1627,705428427625635840
2926,733,705239209544720384
2533,779,705223444686888960
2090,504,705102439679201280
2139,603,705066031337840642
4175,1092,704871453724954624
2196,523,704859558691414016
4950,1479,704847917308362754
2576,952,704819833553219584
6484,2842,704761120771465216
2843,990,704499785726889984
733,76,704491224099647488
3307,1038,704480331685040129
7794,3455,704364645503647744
1541,340,704347321748819968
1472,444,704134088924532736
1809,557,704113298707505153
2845,892,704054845121142784
1794,442,703774238772166656
3190,1109,703769065844768768
2515,656,703631701117943808
3736,1487,703611486317502464
3719,1326,703425003149250560
2376,675,703407252292673536
3417,1113,703382836347330562
1866,374,703356393781329922
1934,531,703268521220972544
7204,2994,703079050210877440
25670,12104,703041949650034688
2518,700,702932127499816960
1579,442,702899151802126337
3149,1041,702684942141153280
2145,545,702671118226825216
11941,3348,702598099714314240
2809,931,702539513671897089
3104,1508,702332542343577600
3201,1016,702321140488925184
2411,753,702276748847800320
4665,1307,702217446468493312
3358,961,701981390485725185
3757,998,701952816642965504
3457,1349,701889187134500865
3326,1622,701805642395348998
2047,440,701601587219795968
2747,907,701570477911896070
2602,594,701545186879471618
11896,4946,701214700881756160
2167,552,700890391244103680
2539,606,700864154249383937
2402,490,700847567345688576
2378,915,700796979434098688
22275,9018,700747788515020802
2545,775,700518061187723268
2241,552,700505138482569216
4023,1734,700462010979500032
2568,711,700167517596164096
2190,652,700151421916807169
7342,2630,700143752053182464
2583,671,700062718104104960
2027,571,700029284593901568
3230,1303,700002074055016451
2971,925,699801817392291840
2180,498,699788877217865730
2672,1202,699779630832685056
1915,586,699775878809702401
10042,4476,699691744225525762
5816,2545,699446877801091073
2124,502,699434518667751424
1329,317,699423671849451520
2036,612,699413908797464576
1851,427,699370870310113280
3080,837,699323444782047232
2201,614,699088579889332224
2388,635,699079609774645248
2899,1155,699072405256409088
3650,1752,699060279947165696
2545,1173,699036661657767936
3268,949,698989035503689728
2619,889,698953797952008193
2485,606,698907974262222848
2405,662,698710712454139905
1419,366,698703483621523456
1262,334,698635131305795584
2268,609,698549713696649216
1806,434,698355670425473025
2222,937,698342080612007937
4655,1944,698262614669991936
16386,5808,698195409219559425
2750,721,698178924120031232
1488,327,697995514407682048
3211,1262,697990423684476929
2334,657,697943111201378304
2949,1134,697881462549430272
1708,528,697630435728322560
3081,986,697616773278015490
2948,1227,697596423848730625
2000,486,697575480820686848
2003,1083,697516214579523584
2361,650,697482927769255936
3344,1367,697463031882764288
4595,1831,697270446429966336
3223,977,697259378236399616
2986,1124,697255105972801536
2461,649,697242256848379904
3091,997,696900204696625153
2292,669,696894894812565505
4737,1750,696886256886657024
2390,692,696877980375769088
1447,354,696754882863349760
2023,905,696744641916489729
2320,628,696713835009417216
3812,1668,696518437233913856
1189,139,696490539101908992
2452,991,696488710901260288
3125,1127,696405997980676096
1882,633,696100768806522880
2946,1132,695816827381944320
3088,749,695794761660297217
1812,719,695767669421768709
4463,2036,695629776980148225
4299,1766,695446424020918272
8475,3483,695409464418041856
3543,1411,695314793360662529
2576,595,695095422348574720
2774,1065,695074328191332352
1565,577,695064344191721472
2599,770,695051054296211456
2630,893,694925794720792577
2681,911,694905863685980160
34981,13957,694669722378485760
1472,280,694356675654983680
1984,598,694352839993344000
1547,476,694342028726001664
1952,489,694329668942569472
4072,1985,694206574471057408
2882,902,694183373896572928
3323,996,694001791655137281
1837,393,693993230313091072
1703,357,693942351086120961
2619,568,693647888581312512
1320,121,693644216740769793
2482,402,693642232151285760
2393,774,693629975228977152
1503,362,693622659251335168
4929,1900,693590843962331137
1608,239,693582294167244802
1731,616,693486665285931008
3272,1205,693280720173801472
2328,792,693267061318012928
2152,484,693262851218264065
2808,721,693231807727280129
7702,3126,693155686491000832
1672,594,693109034023534592
1808,445,693095443459342336
2620,733,692919143163629568
2370,847,692905862751522816
1719,587,692901601640583168
2207,774,692894228850999298
2801,862,692828166163931137
6651,3539,692752401762250755
4256,1491,692568918515392513
3081,1324,692535307825213440
1793,402,692530551048294401
1445,220,692423280028966913
9150,3359,692417313023332352
2475,791,692187005137076224
2100,769,692158366030913536
1608,384,692142790915014657
3314,1234,692041934689402880
2827,927,692017291282812928
3869,1604,691820333922455552
7953,4110,691793053716221953
2778,969,691756958957883396
1910,494,691675652215414786
2330,549,691483041324204033
3953,1110,691459709405118465
2581,828,691444869282295808
18869,7431,691416866452082688
2516,639,691321916024623104
2891,858,691096613310316544
1684,325,691090071332753408
5762,2788,690989312272396288
3495,1214,690959652130045952
3992,1891,690938899477221376
3204,986,690932576555528194
3693,1227,690735892932222976
2126,504,690728923253055490
2273,799,690690673629138944
1270,266,690649993829576704
290,17,690607260360429569
1906,585,690597161306841088
1844,436,690400367696297985
3179,822,690374419777196032
2606,858,690360449368465409
1471,501,690348396616552449
1638,404,690248561355657216
2732,997,690021994562220032
2431,714,690015576308211712
3580,1634,690005060500217858
1381,358,689999384604450816
1422,438,689993469801164801
1337,435,689977555533848577
2388,683,689905486972461056
2969,1128,689877686181715968
2117,727,689835978131935233
3155,907,689661964914655233
10127,3741,689659372465688576
2174,625,689623661272240129
11378,5354,689599056876867584
2003,444,689557536375177216
3318,1391,689517482558820352
2201,909,689289219123089408
3184,1063,689283819090870273
1941,688,689280876073582592
1117,238,689275259254616065
2496,1057,689255633275777024
3014,969,689154315265683456
1970,492,689143371370250240
2650,838,688916208532455424
2063,742,688908934925697024
2044,760,688898160958271489
2185,665,688894073864884227
1348,358,688828561667567616
946,188,688804835492233216
2169,644,688789766343622656
2541,679,688547210804498433
2265,711,688519176466644993
9064,4350,688385280030670848
2187,807,688211956440801280
2084,571,688179443353796608
2761,751,688116655151435777
1692,352,688064179421470721
5345,2430,687841446767013888
2684,1095,687826841265172480
2424,927,687818504314159109
2342,695,687807801670897665
1716,643,687732144991551489
2379,820,687704180304273409
1890,499,687664829264453632
1855,561,687494652870668288
1566,232,687480748861947905
1937,518,687476254459715584
2009,532,687460506001633280
1850,601,687399393394311168
19681,8914,687317306314240000
4258,1843,687312378585812992
5296,2211,687127927494963200
2131,492,687124485711986689
5661,2386,687109925361856513
2295,946,687102708889812993
2188,590,687096057537363968
8430,3101,686947101016735744
3436,1347,686760001961103360
3399,1413,686749460672679938
4038,1166,686730991906516992
2760,781,686683045143953408
3614,1324,686618349602762752
1845,527,686606069955735556
1699,669,686394059078897668
3177,859,686386521809772549
2155,552,686377065986265092
2134,649,686358356425093120
3918,1623,686286779679375361
2166,707,686050296934563840
1119,112,686035780142297088
3003,1112,686034024800862208
2422,399,686007916130873345
1788,607,686003207160610816
2043,508,685973236358713344
1590,578,685943807276412928
7326,2783,685906723014619143
1982,119,685681090388975616
2302,548,685667379192414208
3157,1415,685663452032069632
2861,754,685641971164143616
32115,15136,685547936038666240
2957,1126,685532292383666176
9215,3850,685325112850124800
2585,614,685321586178670592
3215,1010,685315239903100929
2027,427,685307451701334016
3019,1168,685268753634967552
2284,652,685198997565345792
4013,1393,685169283572338688
2336,358,684969860808454144
6656,3037,684959798585110529
3129,1015,684940049151070208
3409,451,684926975086034944
3418,1412,684914660081053696
1821,512,684902183876321280
2034,788,684880619965411328
34197,21069,684830982659280897
2673,979,684800227459624960
8692,3409,684594889858887680
4015,1373,684588130326986752
2940,1176,684567543613382656
2593,922,684538444857667585
3789,1138,684481074559381504
1925,543,684460069371654144
7920,3173,684241637099323392
1203,201,684225744407494656
3736,1324,684222868335505415
2106,1011,684200372118904832
1858,494,684195085588783105
3413,1133,684188786104872960
1970,646,684177701129875456
2926,1480,684147889187209216
1964,460,684122891630342144
4005,1397,684097758874210310
3715,1088,683857920510050305
1890,337,683852578183077888
2551,925,683849932751646720
2555,1085,683834909291606017
2727,1038,683828599284170753
3263,1303,683773439333797890
6306,3210,683742671509258241
7153,2801,683515932363329536
3093,939,683498322573824003
2602,972,683481228088049664
2366,654,683462770029932544
3777,1569,683449695444799489
7452,2335,683391852557561860
2828,893,683357973142474752
2803,1011,683142553609318400
3320,884,683111407806746624
2116,638,683098815881154561
1946,547,683078886620553216
2115,724,683030066213818368
35816,15985,682962037429899265
1732,162,682808988178739200
2414,1079,682788441537560576
1488,425,682750546109968385
1285,354,682697186228989953
2985,1043,682662431982772225
2021,578,682638830361513985
3345,1118,682429480204398592
7369,1704,682406705142087680
2176,647,682393905736888321
1619,450,682389078323662849
2976,948,682303737705140231
4028,1158,682259524040966145
3146,1119,682242692827447297
17765,9548,682088079302213632
4813,1620,682059653698686977
3113,914,682047327939461121
6426,1937,682032003584274432
3036,1470,682003177596559360
2741,1005,681981167097122816
2410,791,681891461017812993
12490,3942,681694085539872773
1717,429,681679526984871937
2566,895,681654059175129088
1849,449,681610798867845120
3453,1259,681579835668455424
13908,5574,681523177663676416
1605,271,681340665377193984
9058,3961,681339448655802368
2571,718,681320187870711809
3828,1760,681302363064414209
3129,919,681297372102656000
3151,1069,681281657291280384
1423,263,681261549936340994
1446,512,681242418453299201
2346,467,681231109724700672
3601,1430,681193455364796417
2351,636,680970795137544192
4462,1943,680959110691590145
3108,1013,680940246314430465
2039,420,680934982542561280
2348,601,680913438424612864
1712,354,680889648562991104
3366,1280,680836378243002368
2092,647,680805554198020098
2320,799,680801747103793152
2769,1001,680798457301471234
2558,672,680609293079592961
3525,1284,680583894916304897
4126,1847,680497766108381184
1676,470,680494726643068929
2483,726,680473011644985345
1414,486,680440374763077632
1430,285,680221482581123072
2754,1125,680206703334408192
2088,482,680191257256136705
3796,1494,680176173301628928
2265,713,680161097740095489
3508,1689,680145970311643136
2230,908,680130881361686529
2654,874,680115823365742593
3486,1325,680100725817409536
12466,8699,680085611152338944
2516,829,680070545539371008
1935,630,679877062409191424
2137,645,679872969355714560
2385,597,679862121895714818
2771,1184,679854723806179328
2299,734,679844490799091713
35232,13546,679828447187857408
3025,1062,679777920601223168
2037,765,679736210798047232
2102,798,679729593985699840
1619,453,679722016581222400
4640,2015,679530280114372609
2563,698,679527802031484928
3267,1223,679511351870550016
3085,1417,679503373272485890
2036,619,679475951516934144
30599,18120,679462823135686656
2300,1161,679405845277462528
20632,7753,679158373988876288
2701,993,679148763231985668
2894,1113,679132435750195208
5801,2490,679111216690831360
16420,7757,679062614270468097
2178,640,679047485189439488
2753,1177,679001094530465792
2215,1110,678991772295516161
1587,438,678969228704284672
2490,862,678800283649069056
3353,1112,678798276842360832
2725,870,678774928607469569
3414,1309,678767140346941444
1585,453,678764513869611008
6862,3146,678755239630127104
3625,1594,678740035362037760
5412,2331,678708137298427904
2773,1399,678675843183484930
1981,385,678643457146150913
3871,1474,678446151570427904
5296,2440,678424312106393600
4063,1731,678410210315247616
77554,30633,678399652199309312
1543,399,678396796259975168
1806,405,678389028614488064
2353,870,678380236862578688
1676,512,678341075375947776
1260,237,678334497360859136
11055,5850,678278586130948096
1532,350,678255464182861824
1846,365,678023323247357953
13153,6072,678021115718029313
3304,1617,677961670166224897
1293,390,677918531514703872
4643,1984,677895101218201600
2941,941,677716515794329600
3271,1391,677700003327029250
1190,308,677698403548192770
2413,808,677687604918272002
3215,1440,677673981332312066
1879,910,677662372920729601
1791,772,677644091929329666
2059,673,677573743309385728
1257,441,677565715327688705
2370,1107,677557565589463040
6690,3519,677547928504967168
1029,220,677530072887205888
2933,1686,677335745548390400
1299,274,677334615166730240
1047,226,677331501395156992
3515,1440,677328882937298944
1586,514,677314812125323265
1187,387,677301033169788928
1906,678,677269281705472000
3429,1568,677228873407442944
2628,876,677187300187611136
2664,1022,676975532580409345
2158,777,676957860086095872
1255,379,676949632774234114
2075,826,676948236477857792
1668,351,676946864479084545
1996,716,676942428000112642
12251,4742,676936541936185344
2859,1732,676916996760600576
2160,699,676897532954456065
2010,672,676864501615042560
22024,14852,676821958043033607
1748,634,676819651066732545
1370,409,676811746707918848
4806,1938,676776431406465024
2761,913,676617503762681856
1036,192,676613908052996102
1825,414,676606785097199616
1115,366,676603393314578432
4378,2054,676593408224403456
885,116,676590572941893632
2214,746,676588346097852417
1146,262,676582956622721024
2471,1065,676575501977128964
1803,525,676533798876651520
1465,509,676496375194980353
11157,4462,676470639084101634
1653,630,676440007570247681
1342,323,676430933382295552
1997,514,676263575653122048
1157,271,676237365392908289
73442,29614,676219687039057920
1661,550,676215927814406144
2184,988,676191832485810177
1842,633,676146341966438401
2076,1113,676121918416756736
2713,1116,676101918813499392
2870,1347,676098748976615425
1253,417,676089483918516224
1540,541,675898130735476737
2032,814,675891555769696257
2278,908,675888385639251968
3995,1334,675878199931371520
1556,537,675870721063669760
2575,1222,675853064436391936
904,137,675849018447167488
2163,833,675845657354215424
1455,512,675822767435051008
999,225,675820929667219457
9807,3267,675798442703122432
1549,446,675781562965868544
1117,327,675740360753160193
1801,772,675710890956750848
1885,647,675707330206547968
617,90,675706639471788032
1760,389,675534494439489536
1127,362,675531475945709568
990,273,675522403582218240
1234,442,675517828909424640
16375,5551,675501075957489664
3000,1223,675497103322386432
1236,564,675489971617296384
1762,925,675483430902214656
1446,543,675432746517426176
1606,493,675372240448454658
1006,218,675362609739206656
31005,15897,675354435921575936
3740,2159,675349384339542016
2633,1218,675334060156301312
3389,1498,675166823650848770
5939,2432,675153376133427200
3557,1602,675149409102012420
898,219,675147105808306176
1119,277,675146535592706048
2032,843,675145476954566656
1241,449,675135153782571009
1851,742,675113801096802304
914,238,675111688094527488
2663,1065,675109292475830276
1008,304,675047298674663426
2570,1118,675015141583413248
929,209,675006312288268288
1490,437,675003128568291329
2129,1046,674999807681908736
819,338,674805413498527744
2867,806,674800520222154752
2381,1030,674793399141146624
1046,236,674790488185167872
772,197,674788554665512960
1911,1129,674781762103414784
1053,447,674774481756377088
1726,733,674767892831932416
752,224,674764817387900928
1298,414,674754018082705410
1387,437,674752233200820224
1320,517,674743008475090944
459,49,674742531037511680
1044,366,674739953134403584
613,82,674737130913071104
1089,447,674690135443775488
1531,610,674670581682434048
867,232,674664755118911488
1363,459,674646392044941312
987,258,674644256330530816
1601,554,674638615994089473
1430,543,674632714662858753
889,93,674606911342424069
5931,1911,674468880899788800
1011,340,674447403907457024
1055,367,674436901579923456
1356,508,674422304705744896
655,130,674416750885273600
1141,435,674410619106390016
1441,540,674394782723014656
809,300,674372068062928900
537,71,674330906434379776
1337,487,674318007229923329
10775,6541,674307341513269249
13928,5507,674291837063053312
1480,688,674271431610523648
868,216,674269164442398721
1547,791,674265582246694913
1246,426,674262580978937856
1390,512,674255168825880576
724,157,674082852460433408
941,267,674075285688614912
6045,2056,674063288070742018
3124,1212,674053186244734976
1377,462,674051556661161984
1329,601,674045139690631169
684,119,674042553264685056
1048,397,674038233588723717
812,193,674036086168010753
1680,1147,674024893172875264
1070,286,674019345211760640
1478,602,674014384960745472
1133,335,674008982932058114
1853,901,673956914389192708
1112,350,673919437611909120
3008,1540,673906403526995968
889,240,673887867907739649
2924,705,673716320723169284
3345,1934,673715861853720576
988,283,673711475735838725
792,252,673709992831262724
1017,268,673708611235921920
1042,368,673707060090052608
1195,386,673705679337693185
1354,533,673700254269775872
3747,1839,673697980713705472
1648,608,673689733134946305
1192,464,673688752737402881
1356,406,673686845050527744
1298,435,673680198160809984
1190,345,673662677122719744
684,221,673656262056419329
1044,338,673636718965334016
1511,674,673612854080196609
1132,337,673583129559498752
785,257,673580926094458881
1306,528,673576835670777856
973,285,673363615379013632
1365,629,673359818736984064
1419,535,673355879178194945
1575,508,673352124999274496
714,195,673350198937153538
2366,1181,673345638550134785
915,251,673343217010679808
1204,538,673342308415348736
12712,7354,673320132811366400
832,237,673317986296586240
7097,2958,673295268553605120
1016,342,673270968295534593
1354,666,673240798075449344
2107,787,673213039743795200
1602,587,673148804208660480
1862,668,672997845381865473
895,270,672995267319328768
925,269,672988786805112832
1194,513,672984142909456390
1718,948,672980819271634944
1580,845,672975131468300288
897,335,672970152493887488
1257,502,672968025906282496
1348,607,672964561327235073
1288,462,672902681409806336
853,396,672898206762672129
1453,789,672884426393653248
977,328,672877615439593473
1241,535,672834301050937345
1184,458,672828477930868736
924,296,672640509974827008
1218,453,672622327801233409
1155,544,672614745925664768
1046,363,672609152938721280
1044,375,672604026190569472
1257,574,672594978741354496
900,312,672591762242805761
677,176,672591271085670400
967,341,672538107540070400
592,157,672523490734551040
1048,403,672488522314567680
1063,558,672482722825261057
683,122,672481316919734272
1367,654,672475084225949696
1284,495,672466075045466113
6068,3134,672272411274932228
1405,574,672267570918129665
1069,312,672264251789176834
2665,1433,672256522047614977
1356,696,672254177670729728
1632,562,672248013293752320
645,144,672245253877968896
849,303,672239279297454080
1716,944,672231046314901505
747,198,672222792075620352
2130,1076,672205392827572224
967,344,672169685991993344
833,335,672160042234327040
1646,649,672139350159835138
2255,1072,672125275208069120
937,342,672095186491711488
894,344,672082170312290304
1217,474,672068090318987265
8034,3902,671896809300709376
1240,533,671891728106971137
3275,1297,671882082306625538
1336,619,671879137494245376
1184,516,671874878652489728
1057,458,671866342182637568
847,407,671855973984772097
6668,3227,671789708968640512
1127,461,671768281401958400
1577,842,671763349865160704
1277,713,671744970634719232
711,223,671743150407421952
1362,701,671735591348891648
8014,4054,671729906628341761
12038,6754,671561002136281088
855,196,671550332464455680
1271,548,671547767500775424
1849,978,671544874165002241
1029,529,671542985629241344
874,359,671538301157904385
1104,376,671536543010570240
963,541,671533943490011136
793,239,671528761649688577
1314,494,671520732782923777
889,275,671518598289059840
1495,656,671511350426865664
6590,3323,671504605491109889
869,420,671497587707535361
941,448,671488513339211776
544,183,671486386088865792
715,220,671485057807351808
1356,694,671390180817915904
1045,277,671362598324076544
376,146,671357843010908160
456,112,671355857343524864
897,394,671347597085433856
690,193,671186162933985280
1049,314,671182547775299584
822,321,671166507850801152
1548,1023,671163268581498880
341,74,671159727754231808
664,205,671154572044468225
626,139,671151324042559489
622,201,671147085991960577
1085,610,671141549288370177
868,374,671138694582165504
698,176,671134062904504320
3277,2337,671122204919246848
1289,723,671115716440031232
1074,406,671109016219725825
1038,269,670995969505435648
23266,8101,670842764863651840
548,180,670840546554966016
1046,644,670838202509447168
407,113,670833812859932673
687,199,670832455012716544
5192,3782,670826280409919488
729,173,670823764196741120
573,89,670822709593571328
2982,1434,670815497391357952
1063,251,670811965569282048
1097,456,670807719151067136
1835,892,670804601705242624
319,83,670803562457407488
693,218,670797304698376195
779,256,670792680469889025
621,223,670789397210615808
561,187,670786190031921152
782,355,670783437142401025
1447,717,670782429121134593
748,269,670780561024270336
315,69,670778058496974848
1021,391,670764103623966721
414,98,670755717859713024
904,475,670733412878163972
786,331,670727704916926465
1118,446,670717338665226240
730,345,670704688707301377
555,224,670691627984359425
707,261,670679630144274432
231,38,670676092097810432
10055,4654,670668383499735048
1421,687,670474236058800128
338,82,670468609693655041
915,507,670465786746662913
517,189,670452855871037440
1142,604,670449342516494336
6343,1854,670444955656130560
608,186,670442337873600512
996,479,670435821946826752
1333,600,670434127938719744
312,103,670433248821026816
1309,575,670428280563085312
492,148,670427002554466305
1230,593,670421925039075328
583,292,670420569653809152
538,302,670417414769758208
1898,827,670411370698022913
523,204,670408998013820928
405,142,670403879788544000
532,191,670385711116361728
702,250,670374371102445568
310,60,670361874861563904
404,101,670338931251150849
3669,1135,670319130621435904
408,123,670303360680108032
655,266,670290420111441920
966,307,670093938074779648
656,232,670086499208155136
2086,1140,670079681849372674
1470,734,670073503555706880
586,222,670069087419133954
712,310,670061506722140161
627,302,670055038660800512
612,160,670046952931721218
710,104,670040295598354432
560,256,670037189829525505
315,84,670003130994700288
305,76,669993076832759809
415,143,669972011175813120
285,51,669970042633789440
474,148,669942763794931712
357,89,669926384437997569
222,53,669923323644657664
755,370,669753178989142016
244,61,669749430875258880
479,82,669684865554620416
358,102,669683899023405056
332,125,669682095984410625
629,266,669680153564442624
763,398,669661792646373376
3312,1684,669625907762618368
898,337,669603084620980224
484,140,669597912108789760
1398,861,669583744538451968
410,129,669573570759163904
1490,943,669571471778410496
220,48,669567591774625800
368,112,669564461267722241
337,69,669393256313184256
1247,676,669375718304980992
462,165,669371483794317312
432,140,669367896104181761
586,213,669363888236994561
346,112,669359674819481600
2534,1186,669354382627049472
590,241,669353438988365824
405,169,669351434509529089
955,387,669328503091937280
539,113,669327207240699904
465,195,669324657376567296
1118,377,669216679721873412
411,149,669214165781868544
947,435,669203728096960512
616,288,669037058363662336
695,346,669015743032369152
545,227,669006782128353280
19678,5925,669000397445533696
415,209,668994913074286592
702,316,668992363537309700
630,308,668989615043424256
846,428,668988183816871936
517,151,668986018524233728
507,279,668981893510119424
750,326,668979806671884288
1231,540,668975677807423489
136,21,668967877119254528
659,227,668960084974809088
259,65,668955713004314625
244,53,668932921458302977
299,92,668902994700836864
376,137,668892474547511297
497,280,668872652652679168
423,149,668852170888998912
406,124,668826086256599040
521,242,668815180734689280
672,343,668779399630725120
491,203,668655139528511488
816,488,668645506898350081
815,482,668643542311546881
1000,501,668641109086707712
971,458,668636665813057536
2631,1479,668633411083464705
665,296,668631377374486528
296,102,668627278264475648
359,120,668625577880875008
1332,696,668623201287675904
185,36,668620235289837568
580,298,668614819948453888
1572,993,668587383441514497
223,49,668567822092664832
481,212,668544745690562560
426,196,668542336805281792
239,67,668537837512433665
437,203,668528771708952576
305,96,668507509523615744
381,121,668496999348633600
398,219,668484198282485761
429,134,668480044826800133
837,473,668466899341221888
592,274,668297328638447616
229,29,668291999406125056
474,127,668286279830867968
771,219,668274247790391296
518,215,668268907921326080
1212,552,668256321989451776
895,440,668248472370458624
5814,2629,668237644992782336
275,94,668226093875376128
486,182,668221241640230912
526,182,668204964695683073
609,187,668190681446379520
456,174,668171859951755264
467,289,668154635664932864
544,260,668142349051129856
628,218,668113020489474048
1169,738,667937095915278337
276,100,667924896115245057
198,51,667915453470232577
462,274,667911425562669056
806,354,667902449697558528
1753,996,667886921285246976
773,433,667885044254572545
373,109,667878741721415682
588,377,667873844930215936
2853,960,667866724293877760
231,74,667861340749471744
276,56,667832474953625600
990,452,667806454573760512
307,87,667801013445750784
656,308,667793409583771648
391,230,667782464991965184
218,48,667773195014021121
410,200,667766675769573376
357,143,667728196545200128
448,296,667724302356258817
0,31,667550904950915073
0,28,667550882905632768
5407,2092,667549055577362432
318,115,667546741521195010
806,489,667544320556335104
193,60,667538891197542400
767,489,667534815156183040
437,220,667530908589760512
1594,1043,667524857454854144
344,179,667517642048163840
6375,1977,667509364010450944
509,206,667502640335572993
492,246,667495797102141441
487,208,667491009379606528
