favorite_count,retweet_count,tweet_id
7841,2233,785639753186217984
9084,1988,785533386513321988
6112,1253,785515384317313025
7245,1617,785264754247995392
11990,4803,785170936622350336
10088,3236,784826020293709826
8948,2523,784517518371221505
5702,1265,784431430411685888
20010,8000,784183165795655680
29679,11039,784057939640352768
29923,10721,783839966405230592
7340,1959,783821107061198850
10441,3192,783695101801398276
8426,2229,783466772167098368
16832,5437,783391753726550016
0,5507,783347506784731136
29034,11599,783334639985389568
8131,2190,783085703974514689
24035,7330,782969140009107456
7438,1404,782747134529531904
17200,5364,782722598790725632
7755,1869,782598640137187329
16567,5516,782305867769217024
0,6156,782021823840026624
11087,3346,781955203444699136
10385,2702,781661882474196992
3971,1124,781655249211752448
20667,5528,781524693396357120
7114,2540,781308096455073793
8390,2067,781251288990355457
9759,2736,781163403222056960
21535,7249,780931614150983680
7152,1995,780858289093574656
5455,1294,780800785462489090
12047,3347,780601303617732608
6267,1738,780543529827336192
0,3654,780496263422808064
0,112,780476555013349377
5268,1070,780459368902959104
8669,2226,780192070812196864
0,2285,780092040432480260
12101,4917,780074436359819264
18767,6982,779834332596887552
8742,3096,779377524342161408
0,18120,779124354206535695
14665,4498,779056095788752897
19835,7136,778990705243029504
0,9792,778774459159379968
862,360,778764940568104960
6846,1296,778748913645780993
5725,1485,778650543019483137
4607,1003,778624900596654080
13550,4282,778408200802557953
0,12104,778396591732486144
5793,1092,778383385161035776
10304,3257,778286810187399168
8448,2615,778039087836069888
6510,1592,778027034220126208
0,3496,777953400541634568
6302,1615,777885040357281792
11150,2918,777684233540206592
0,4197,777641927919427584
8668,2483,777621514455814149
14166,4269,777189768882946048
0,13546,776819012571455488
4843,1197,776813020089548800
8763,2745,776477788987613185
0,9018,776249906839351296
29649,15683,776218204058357768
9540,2501,776201521193218049
11676,4321,776113305656188928
1823,151,776088319444877312
0,16356,775898661951791106
11625,2629,775842724423557120
13773,3955,775733305207554048
12898,4552,775729183532220416
7332,2929,775364825476165632
10092,3869,775350846108426240
15438,4680,775085132600442880
8538,1771,774757898236878852
6673,1712,774639387460112384
21593,5457,774314403806253056
10649,3820,773985732834758656
6344,1736,773922284943896577
6538,1611,773704687002451968
5306,1297,773670353721753600
21942,6076,773547596996571136
0,5006,773336787167145985
23112,7403,773308824254029826
9390,3224,773247561583001600
9900,4070,773191612633579521
8476,3828,772877495989305348
7971,2327,772826264096874500
0,3348,772615324260794368
6425,1682,772581559778025472
5984,1372,772193107915964416
3770,1120,772152991789019136
3743,734,772117678702071809
2702,464,772114945936949249
3962,933,772102971039580160
6523,1876,771908950375665664
11889,3332,771770456517009408
8187,2579,771500966810099713
10373,5006,771380798096281600
0,7354,771171053431250945
9064,2888,771136648247640064
6178,1422,771102124360998913
6813,1637,771014301343748096
4885,1189,770787852854652928
5125,1403,770772759874076672
7271,1750,770655142660169732
6277,2077,770414278348247044
6162,1451,770293558247038976
0,3011,770093767776997377
7523,2271,770069151037685760
31000,9431,769940425801170949
6354,1664,769695466921623552
0,7634,769335591808995329
5340,1694,769212283578875904
14194,6415,768970937022709760
0,2630,768909767477751808
4148,874,768855141948723200
4074,1178,768609597686943744
4990,1268,768596291618299904
0,5757,768554158521745409
13489,3368,768473857036525572
10746,3496,768193404517830656
4700,1362,767884188863397888
15845,5322,767754930266464257
7424,2314,767500508068192258
12179,3706,767191397493538821
10080,2820,767122157629476866
0,5555,766864461642756096
4995,1340,766793450729734144
2590,374,766714921925144576
3969,783,766693177336135680
5931,1562,766423258543644672
6712,1867,766313316352462849
0,2582,766078092750233600
4179,841,766069199026450432
3700,492,766008592277377025
7145,2128,765719909049503744
5128,1214,765669560888528897
26349,3346,765395769549590528
6986,2139,765371061932261376
11502,3348,765222098633691136
6373,1758,764857477905154048
5950,1483,764259802650378240
755,54,763956972077010945
12421,4089,763837565564780549
5317,1448,763183847194451968
0,2958,763167063695355904
7286,2272,763103485927849985
11983,3559,762699858130116608
11084,6317,762471784394268675
10175,4113,762464539388485633
4745,1101,762316489655476224
31457,15314,762035686371364864
5335,1978,761976711479193600
0,3850,761750502866649088
4219,853,761745352076779520
48841,28615,761672994376806400
4079,1179,761599872357261312
0,17777,761371037149827077
5131,1433,761334018830917632
4429,1071,761292947749015552
5259,1541,761227390836215808
11184,3429,761004547850530816
3766,957,760893934457552897
6504,1881,760656994973933572
4922,1277,760641137271070720
7464,3558,760539183865880579
4161,1369,760521673607086080
26455,11278,760290219849637889
3899,856,760252756032651264
5619,1766,760190180481531904
0,30,760153949710192640
5878,2042,759943073749200896
14490,5555,759923798737051648
6652,1934,759846353224826880
5874,1874,759793422261743616
4625,1168,759557299618865152
8364,2421,759447681597108224
1649,478,759446261539934208
5993,1912,759197388317847553
0,1135,759159934323924993
14314,4087,759099523532779520
6405,1976,759047813560868866
3503,884,758854675097526272
11058,3776,758828659922702336
5660,1593,758740312047005698
3749,984,758474966123810816
4728,2176,758467244762497024
5140,1876,758405701903519748
3341,1040,758355060040593408
18794,9792,758099635764359168
2662,367,758041019896193024
6778,3195,757741869644341248
0,7757,757729163776290825
4479,1191,757725642876129280
4500,1087,757611664640446465
0,295,757597904299253760
4262,1038,757596066325864448
14910,6721,757400162377592832
5723,1706,757393109802180609
4459,1396,757354760399941633
6183,1953,756998049151549440
6543,1969,756939218950160384
4966,1274,756651752796094464
10250,3509,756526248105566208
3874,1089,756303284449767430
43371,17367,756288534030475264
6305,1503,756275833623502848
7200,2822,755955933503782912
16187,5258,755206590534418437
20865,10887,755110668769038337
0,7753,754874841593970688
6808,2466,754856583969079297
2548,511,754747087846248448
5209,1918,754482103782404096
3685,721,754449512966619136
7773,2315,754120377874386944
5752,2132,753655901052166144
7780,3485,753420520834629632
5665,1868,753398408988139520
7524,2285,753375668877008896
0,5574,753298634498793472
3311,1020,753294487569522689
36539,20463,753039830821511168
3867,942,753026973505581056
12426,6731,752932432744185856
6834,1545,752917284578922496
0,2801,752701944171524096
5918,1563,752682090207055872
4314,1527,752660715232722944
5401,2231,752568224206688256
7259,3384,752519690950500352
3760,1074,752334515931054080
0,15897,752309394570878976
5863,1799,752173152931807232
3018,894,751950017322246144
5102,1296,751937170840121344
5715,1906,751830394383790080
5724,2841,751793661361422336
7799,2985,751598357617971201
4320,1075,751583847268179968
4957,1234,751538714308972544
3166,982,751456908746354688
12312,5760,751251247299190784
6217,1777,751205363882532864
4980,1276,751132876104687617
4707,1335,750868782890057730
12944,4913,750719632563142656
4378,1123,750506206503038976
12950,4197,750429297815552001
4493,1127,750383411068534784
684,27,750381685133418496
3049,938,750147208377409536
3550,1265,750132105863102464
4258,1281,750117059602808832
2993,825,750101899009982464
2132,523,750086836815486976
7702,3247,750071704093859840
3111,880,750056684286914561
3114,600,750041628174217216
2676,769,750026558547456000
3187,886,750011400160841729
3012,801,749996283729883136
5034,2413,749981277374128128
4588,1298,749774190421639168
5996,1614,749417653287129088
2570,521,749403093750648834
8411,3359,749395845976588288
5398,2191,749317047558017024
5658,2037,749075273010798592
4719,1500,749064354620928000
3040,777,749036806121881602
10577,3321,748977405889503236
5702,2198,748932637671223296
2731,930,748705597323898880
4663,1550,748699167502000129
4176,1304,748692773788876800
5951,1935,748575535303884801
2164,658,748568946752774144
5133,1209,748346686624440324
7489,4009,748337862848962560
3620,740,748324050481647620
3616,697,748307329658011649
13878,7600,748220828303695873
5675,2091,747963614829678593
6491,2489,747933425676525569
2882,947,747885874273214464
2768,731,747844099428986880
4754,1131,747816857231626240
1355,151,747651430853525504
12635,5717,747648653817413632
2287,548,747600769478692864
3601,1034,747594051852075008
5413,1576,747512671126323200
3799,1022,747461612269887489
5307,1869,747439450712596480
0,2842,747242308580548608
5153,1527,747219827526344708
3302,893,747204161125646336
9374,3862,747103485104099331
2851,290,746906459439529985
5858,2085,746872823977771008
5220,1702,746818907684614144
4774,1561,746790600704425984
9377,3814,746757706116112384
5924,1751,746726898085036033
4933,1840,746542875601690625
0,960,746521445350707200
4568,1060,746507379341139972
6064,1593,746369468511756288
6773,2136,746131877086527488
3504,793,746056683365994496
3946,1040,745789745784041472
6859,2275,745712589599014916
6930,2480,745433870967832576
8402,2368,745422732645535745
7020,2690,745314880350101504
7663,3392,745074613265149952
7105,2192,745057283344719872
2916,597,744995568523612160
7720,2622,744971049620602880
5488,1524,744709971296780288
6645,2053,744334592493166593
153026,75767,744234799360020481
1625,353,744223424764059648
4090,1068,743980027717509120
3583,943,743895849529389061
0,2016,743835915802583040
4381,1349,743609206067040256
17932,6354,743595368194129920
3455,919,743545585370791937
7765,3641,743510151680958465
4139,1193,743253157753532416
6067,1858,743222593470234624
3761,1330,743210557239623680
6913,3481,742534281772302336
4318,1914,742528092657332225
7113,3821,742465774154047488
9601,3654,742423170473463808
6654,1915,742385895052087300
4220,1332,742161199639494656
4990,1508,742150209887731712
4434,1468,741793263812808706
7996,2674,741743634094141440
3600,797,741438259667034112
8588,3123,741303864243200000
9753,5361,741099773336379392
9315,3011,741067306818797568
6207,2652,740995100998766593
3328,912,740711788199743490
2784,758,740699697422163968
17753,6640,740676976021798912
34244,12964,740373189193256964
2405,421,740365076218183684
3226,843,740359016048689152
6538,1914,740214038584557568
19478,5757,739979191639244800
3967,1053,739932936087216128
3713,836,739844404073074688
3678,1323,739623569819336705
5262,1605,739606147276148736
38556,20633,739544079319588864
6991,2849,739485634323156992
113082,56382,739238157791694849
105,6,738891149612572673
3682,1112,738885046782832640
3226,768,738883359779196928
4962,1486,738537504001953792
3179,804,738402415918125056
4223,1180,738184450748633089
8547,3252,738166403467907072
2442,621,738156290900254721
5139,1719,737826014890496000
9747,3358,737800304142471168
4915,1277,737678689543020544
9999,4322,737445876994609152
3517,787,737322739594330112
14295,7205,737310737551491075
4135,1678,736736130620620800
17253,7151,736392552031657984
3871,1202,736365877722001409
7898,2705,736225175608430592
7690,2891,736010884653420544
3502,1112,735991953473572864
3939,1074,735648611367784448
6004,2275,735635087207878657
12693,4872,735274964362878976
3244,853,735256018284875776
3054,945,735137028879360001
2682,512,734912297295085568
12207,6109,734787690684657664
2438,519,734776360183431168
1447,384,734559631394082816
3487,756,733828123016450049
3572,992,733822306246479872
3051,917,733482008106668032
4074,1235,733460102733135873
48955,16356,733109485275860992
2366,518,732732193018155009
3461,864,732726085725589504
3571,758,732585889486888962
7872,2435,732375214819057664
